Repository,File Name,Class,Start Line,End Line,Displacement,Level
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple List,8,10,19,A1
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple List,12,18,17,A1
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple Tuple,9,9,8,A1
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple Atributte,6,6,16,A2
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple Atributte,13,13,8,A2
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple Assignment,8,10,4,A1
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple Assignment,12,18,4,A1
migrations,0005_rename_cookie_sesion_cookie_user.py,From,3,3,0,A2
migrations,0005_rename_cookie_sesion_cookie_user.py,Simple Class ,6,18,0,B1
migrations,0006_sala_votos_voto.py,Simple List,9,11,19,A1
migrations,0006_sala_votos_voto.py,Simple List,13,27,17,A1
migrations,0006_sala_votos_voto.py,Simple List,21,25,19,A1
migrations,0006_sala_votos_voto.py,Simple Tuple,10,10,8,A1
migrations,0006_sala_votos_voto.py,Simple Tuple,22,22,16,A1
migrations,0006_sala_votos_voto.py,Simple Tuple,23,23,16,A1
migrations,0006_sala_votos_voto.py,Simple Tuple,24,24,16,A1
migrations,0006_sala_votos_voto.py,Simple Atributte,7,7,16,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,14,14,8,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,19,19,8,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,17,17,18,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,22,22,23,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,23,23,25,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,24,24,27,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,23,23,53,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,24,24,55,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,23,23,53,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,24,24,55,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,23,23,53,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,24,24,55,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,23,23,53,A2
migrations,0006_sala_votos_voto.py,Simple Atributte,24,24,55,A2
migrations,0006_sala_votos_voto.py,Simple Assignment,9,11,4,A1
migrations,0006_sala_votos_voto.py,Simple Assignment,13,27,4,A1
migrations,0006_sala_votos_voto.py,Import,4,4,0,A2
migrations,0006_sala_votos_voto.py,From,3,3,0,A2
migrations,0006_sala_votos_voto.py,Simple Class ,7,27,0,B1
migrations,0007_sala_megusta.py,Simple List,8,10,19,A1
migrations,0007_sala_megusta.py,Simple List,12,18,17,A1
migrations,0007_sala_megusta.py,Simple Tuple,9,9,8,A1
migrations,0007_sala_megusta.py,Simple Atributte,6,6,16,A2
migrations,0007_sala_megusta.py,Simple Atributte,13,13,8,A2
migrations,0007_sala_megusta.py,Simple Atributte,16,16,18,A2
migrations,0007_sala_megusta.py,Simple Assignment,8,10,4,A1
migrations,0007_sala_megusta.py,Simple Assignment,12,18,4,A1
migrations,0007_sala_megusta.py,From,3,3,0,A2
migrations,0007_sala_megusta.py,Simple Class ,6,18,0,B1
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple List,8,10,19,A1
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple List,12,22,17,A1
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Tuple,9,9,8,A1
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Atributte,6,6,16,A2
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Atributte,13,13,8,A2
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Atributte,17,17,8,A2
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Atributte,20,20,18,A2
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Assignment,8,10,4,A1
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Assignment,12,22,4,A1
migrations,0008_remove_sala_megusta_voto_megusta.py,From,3,3,0,A2
migrations,0008_remove_sala_megusta_voto_megusta.py,Simple Class ,6,22,0,B1
migrations,0009_alter_mensaje_imagen.py,Simple List,8,10,19,A1
migrations,0009_alter_mensaje_imagen.py,Simple List,12,18,17,A1
migrations,0009_alter_mensaje_imagen.py,Simple Tuple,9,9,8,A1
migrations,0009_alter_mensaje_imagen.py,Simple Atributte,6,6,16,A2
migrations,0009_alter_mensaje_imagen.py,Simple Atributte,13,13,8,A2
migrations,0009_alter_mensaje_imagen.py,Simple Atributte,16,16,18,A2
migrations,0009_alter_mensaje_imagen.py,Simple Assignment,8,10,4,A1
migrations,0009_alter_mensaje_imagen.py,Simple Assignment,12,18,4,A1
migrations,0009_alter_mensaje_imagen.py,From,3,3,0,A2
migrations,0009_alter_mensaje_imagen.py,Simple Class ,6,18,0,B1
migrations,0010_alter_sala_creador.py,Simple List,9,11,19,A1
migrations,0010_alter_sala_creador.py,Simple List,13,19,17,A1
migrations,0010_alter_sala_creador.py,Simple Tuple,10,10,8,A1
migrations,0010_alter_sala_creador.py,Simple Atributte,7,7,16,A2
migrations,0010_alter_sala_creador.py,Simple Atributte,14,14,8,A2
migrations,0010_alter_sala_creador.py,Simple Atributte,17,17,18,A2
migrations,0010_alter_sala_creador.py,Simple Atributte,17,17,46,A2
migrations,0010_alter_sala_creador.py,Simple Atributte,17,17,46,A2
migrations,0010_alter_sala_creador.py,Simple Atributte,17,17,46,A2
migrations,0010_alter_sala_creador.py,Simple Atributte,17,17,46,A2
migrations,0010_alter_sala_creador.py,Simple Assignment,9,11,4,A1
migrations,0010_alter_sala_creador.py,Simple Assignment,13,19,4,A1
migrations,0010_alter_sala_creador.py,Import,4,4,0,A2
migrations,0010_alter_sala_creador.py,From,3,3,0,A2
migrations,0010_alter_sala_creador.py,Simple Class ,7,19,0,B1
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple List,9,11,19,A1
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple List,13,23,17,A1
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Tuple,10,10,8,A1
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,7,7,16,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,14,14,8,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,18,18,8,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,21,21,18,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,21,21,46,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,21,21,46,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,21,21,46,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Atributte,21,21,46,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Assignment,9,11,4,A1
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Assignment,13,23,4,A1
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Import,4,4,0,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,From,3,3,0,A2
migrations,0011_remove_sesion_nombre_alter_mensaje_creador.py,Simple Class ,7,23,0,B1
migrations,0012_alter_mensaje_creador.py,Simple List,8,10,19,A1
migrations,0012_alter_mensaje_creador.py,Simple List,12,18,17,A1
migrations,0012_alter_mensaje_creador.py,Simple Tuple,9,9,8,A1
migrations,0012_alter_mensaje_creador.py,Simple Atributte,6,6,16,A2
migrations,0012_alter_mensaje_creador.py,Simple Atributte,13,13,8,A2
migrations,0012_alter_mensaje_creador.py,Simple Atributte,16,16,18,A2
migrations,0012_alter_mensaje_creador.py,Simple Assignment,8,10,4,A1
migrations,0012_alter_mensaje_creador.py,Simple Assignment,12,18,4,A1
migrations,0012_alter_mensaje_creador.py,From,3,3,0,A2
migrations,0012_alter_mensaje_creador.py,Simple Class ,6,18,0,B1
migrations,0013_remove_mensaje_imagen.py,Simple List,8,10,19,A1
migrations,0013_remove_mensaje_imagen.py,Simple List,12,17,17,A1
migrations,0013_remove_mensaje_imagen.py,Simple Tuple,9,9,8,A1
migrations,0013_remove_mensaje_imagen.py,Simple Atributte,6,6,16,A2
migrations,0013_remove_mensaje_imagen.py,Simple Atributte,13,13,8,A2
migrations,0013_remove_mensaje_imagen.py,Simple Assignment,8,10,4,A1
migrations,0013_remove_mensaje_imagen.py,Simple Assignment,12,17,4,A1
migrations,0013_remove_mensaje_imagen.py,From,3,3,0,A2
migrations,0013_remove_mensaje_imagen.py,Simple Class ,6,17,0,B1
DeCharla,models.py,Simple List,57,61,28,A1
DeCharla,models.py,Simple List,63,67,26,A1
DeCharla,models.py,Simple Tuple,58,58,8,A1
DeCharla,models.py,Simple Tuple,59,59,8,A1
DeCharla,models.py,Simple Tuple,60,60,8,A1
DeCharla,models.py,Simple Tuple,64,64,8,A1
DeCharla,models.py,Simple Tuple,65,65,8,A1
DeCharla,models.py,Simple Tuple,66,66,8,A1
DeCharla,models.py,Str,41,41,41,A1
DeCharla,models.py,Str,9,9,15,A1
DeCharla,models.py,Str,41,41,15,A1
DeCharla,models.py,Simple Atributte,5,5,17,A2
DeCharla,models.py,Simple Atributte,11,11,13,A2
DeCharla,models.py,Simple Atributte,17,17,11,A2
DeCharla,models.py,Simple Atributte,26,26,11,A2
DeCharla,models.py,Simple Atributte,34,34,19,A2
DeCharla,models.py,Simple Atributte,43,43,14,A2
DeCharla,models.py,Simple Atributte,54,54,20,A2
DeCharla,models.py,Simple Atributte,6,6,17,A2
DeCharla,models.py,Simple Atributte,12,12,18,A2
DeCharla,models.py,Simple Atributte,15,15,15,A2
DeCharla,models.py,Simple Atributte,18,18,14,A2
DeCharla,models.py,Simple Atributte,19,19,13,A2
DeCharla,models.py,Simple Atributte,20,20,12,A2
DeCharla,models.py,Simple Atributte,21,21,12,A2
DeCharla,models.py,Simple Atributte,24,24,15,A2
DeCharla,models.py,Simple Atributte,27,27,11,A2
DeCharla,models.py,Simple Atributte,28,28,13,A2
DeCharla,models.py,Simple Atributte,29,29,14,A2
DeCharla,models.py,Simple Atributte,35,35,13,A2
DeCharla,models.py,Simple Atributte,36,36,17,A2
DeCharla,models.py,Simple Atributte,37,37,11,A2
DeCharla,models.py,Simple Atributte,38,38,25,A2
DeCharla,models.py,Simple Atributte,44,44,14,A2
DeCharla,models.py,Simple Atributte,45,45,16,A2
DeCharla,models.py,Simple Atributte,46,46,12,A2
DeCharla,models.py,Simple Atributte,47,47,11,A2
DeCharla,models.py,Simple Atributte,48,48,13,A2
DeCharla,models.py,Simple Atributte,51,51,15,A2
DeCharla,models.py,Simple Atributte,55,55,13,A2
DeCharla,models.py,Simple Atributte,56,56,13,A2
DeCharla,models.py,Simple Atributte,62,62,20,A2
DeCharla,models.py,Simple Atributte,68,68,18,A2
DeCharla,models.py,Simple Atributte,71,71,15,A2
DeCharla,models.py,Simple Atributte,9,9,37,A2
DeCharla,models.py,Simple Atributte,18,18,50,A2
DeCharla,models.py,Simple Atributte,27,27,45,A2
DeCharla,models.py,Simple Atributte,28,28,49,A2
DeCharla,models.py,Simple Atributte,32,32,41,A2
DeCharla,models.py,Simple Atributte,35,35,49,A2
DeCharla,models.py,Simple Atributte,37,37,45,A2
DeCharla,models.py,Simple Atributte,47,47,45,A2
DeCharla,models.py,Simple Atributte,55,55,52,A2
DeCharla,models.py,Simple Atributte,32,32,15,A2
DeCharla,models.py,Simple Atributte,32,32,41,A2
DeCharla,models.py,Simple Atributte,41,41,45,A2
DeCharla,models.py,Simple Atributte,9,9,19,A2
DeCharla,models.py,Simple Atributte,32,32,15,A2
DeCharla,models.py,Simple Atributte,41,41,19,A2
DeCharla,models.py,Simple Assignment,6,6,4,A1
DeCharla,models.py,Simple Assignment,12,12,4,A1
DeCharla,models.py,Simple Assignment,18,18,4,A1
DeCharla,models.py,Simple Assignment,19,19,4,A1
DeCharla,models.py,Simple Assignment,20,20,4,A1
DeCharla,models.py,Simple Assignment,21,21,4,A1
DeCharla,models.py,Simple Assignment,27,27,4,A1
DeCharla,models.py,Simple Assignment,28,28,4,A1
DeCharla,models.py,Simple Assignment,29,29,4,A1
DeCharla,models.py,Simple Assignment,35,35,4,A1
DeCharla,models.py,Simple Assignment,36,36,4,A1
DeCharla,models.py,Simple Assignment,37,37,4,A1
DeCharla,models.py,Simple Assignment,38,38,4,A1
DeCharla,models.py,Simple Assignment,44,44,4,A1
DeCharla,models.py,Simple Assignment,45,45,4,A1
DeCharla,models.py,Simple Assignment,46,46,4,A1
DeCharla,models.py,Simple Assignment,47,47,4,A1
DeCharla,models.py,Simple Assignment,48,48,4,A1
DeCharla,models.py,Simple Assignment,55,55,4,A1
DeCharla,models.py,Simple Assignment,56,56,4,A1
DeCharla,models.py,Simple Assignment,57,61,4,A1
DeCharla,models.py,Simple Assignment,62,62,4,A1
DeCharla,models.py,Simple Assignment,63,67,4,A1
DeCharla,models.py,Simple Assignment,68,68,4,A1
DeCharla,models.py,From,1,1,0,A2
DeCharla,models.py,From with 'as' extension ,2,2,0,B1
DeCharla,models.py,Function with Simple argument,8,9,4,A1
DeCharla,models.py,Function with Simple argument,14,15,4,A1
DeCharla,models.py,Function with Simple argument,23,24,4,A1
DeCharla,models.py,Function with Simple argument,31,32,4,A1
DeCharla,models.py,Function with Simple argument,40,41,4,A1
DeCharla,models.py,Function with Simple argument,50,51,4,A1
DeCharla,models.py,Function with Simple argument,70,71,4,A1
DeCharla,models.py,Return,9,9,8,A1
DeCharla,models.py,Return,15,15,8,A1
DeCharla,models.py,Return,24,24,8,A1
DeCharla,models.py,Return,32,32,8,A1
DeCharla,models.py,Return,41,41,8,A1
DeCharla,models.py,Return,51,51,8,A1
DeCharla,models.py,Return,71,71,8,A1
DeCharla,models.py,Simple Class ,5,9,0,B1
DeCharla,models.py,Simple Class ,11,15,0,B1
DeCharla,models.py,Simple Class ,17,24,0,B1
DeCharla,models.py,Simple Class ,26,32,0,B1
DeCharla,models.py,Simple Class ,34,41,0,B1
DeCharla,models.py,Simple Class ,43,51,0,B1
DeCharla,models.py,Simple Class ,54,71,0,B1
DeCharla,urls.py,Simple List,6,19,14,A1
DeCharla,urls.py,Simple Atributte,19,19,11,A2
DeCharla,urls.py,Simple Atributte,7,7,13,A2
DeCharla,urls.py,Simple Atributte,8,8,26,A2
DeCharla,urls.py,Simple Atributte,9,9,18,A2
DeCharla,urls.py,Simple Atributte,10,10,19,A2
DeCharla,urls.py,Simple Atributte,11,11,17,A2
DeCharla,urls.py,Simple Atributte,12,12,23,A2
DeCharla,urls.py,Simple Atributte,13,13,19,A2
DeCharla,urls.py,Simple Atributte,14,14,22,A2
DeCharla,urls.py,Simple Atributte,15,15,24,A2
DeCharla,urls.py,Simple Atributte,16,16,33,A2
DeCharla,urls.py,Simple Atributte,17,17,37,A2
DeCharla,urls.py,Simple Atributte,19,19,45,A2
DeCharla,urls.py,Assigment with sum (total = total + 1),6,19,0,A1
DeCharla,urls.py,From,1,1,0,A2
DeCharla,urls.py,Relative From,2,2,0,B1
DeCharla,urls.py,From,3,3,0,A2
DeCharla,urls.py,From,4,4,0,A2
DeCharla,views.py,Simple List,100,100,19,A1
DeCharla,views.py,Simple List,177,177,25,A1
DeCharla,views.py,Simple Tuple,143,143,4,A1
DeCharla,views.py,Simple Tuple,196,196,4,A1
DeCharla,views.py,Simple Tuple,219,219,11,A1
DeCharla,views.py,Simple Tuple,224,224,4,A1
DeCharla,views.py,Simple Tuple,238,238,11,A1
DeCharla,views.py,Simple Tuple,64,64,8,A1
DeCharla,views.py,Simple Tuple,280,280,8,A1
DeCharla,views.py,Simple Tuple,290,290,8,A1
DeCharla,views.py,Simple Tuple,386,386,8,A1
DeCharla,views.py,Simple Tuple,194,194,34,A1
DeCharla,views.py,Simple Dictionary,146,152,15,A2
DeCharla,views.py,Simple Dictionary,200,209,15,A2
DeCharla,views.py,Simple Dictionary,66,73,19,A2
DeCharla,views.py,Simple Dictionary,102,107,23,A2
DeCharla,views.py,Simple Dictionary,292,302,19,A2
DeCharla,views.py,Simple Dictionary,389,396,19,A2
DeCharla,views.py,Simple Dictionary,381,385,45,A2
DeCharla,views.py,Int,375,375,46,A1
DeCharla,views.py,Str,383,383,33,A1
DeCharla,views.py,Simple Atributte,164,164,0,A2
DeCharla,views.py,Simple Atributte,231,231,4,A2
DeCharla,views.py,Simple Atributte,255,255,15,A2
DeCharla,views.py,Simple Atributte,23,23,4,A2
DeCharla,views.py,Simple Atributte,28,28,7,A2
